term,tf-idf
언어,299.34943690184707
약간,298.19319705783727
포기,297.90421566473304
형식,296.74227577152067
얼마,296.5904550107921
죽음,296.5859452263461
가야,296.3701088029368
왼쪽,296.3701088029368
테라리아,295.25167198241576
상호작용,294.1856251495242
랜덤,294.10153522687386
영향,292.85938408420174
멀미,291.916797155189
계속,291.8776482998564
인해,291.8776482998564
시도,290.7561203191272
바닥,290.4508864075067
시뮬레이터,289.5960333888579
시즌,289.51984737464863
마법사,289.2019983628014
지장,288.1782361417377
서브,287.8915958239936
전략,286.69974705213457
어드벤처,285.4459869482495
리듬,284.3164248719559
장면,284.13199165986117
힐링,283.76449397439353
상당,281.6941061055286
추리,280.8484733980249
루트,280.6559941764605
가치,279.99999959906756
건축,279.81728015753
부담,279.47634389204796
노력,279.47634389204796
구역,278.848801316726
파일,278.3242236782951
주의,277.9682289612762
대체,277.2837658848636
적용,276.81354887792304
후회,276.21831430317087
전설,274.53770883380304
온라인,274.16244809284854
조건,274.0819601715977
로우,272.7394065700992
하드코어,271.64807657375286
명작,270.3390113912742
시야,270.15423764745043
도시,269.6330288770183
피해,269.1776763093422
작업,268.9071212847101
결말,268.9071212847101
최대한,268.60216166492324
수단,267.68867681880107
보상,266.3100605626285
귀신,266.3100605626285
최근,265.8364045085654
아이,265.3327334025469
감성,265.0569878805174
자유,264.19290452583584
적의,263.97856618634904
공중,263.97856618634904
연결,263.73924469342415
인상,263.0770738383507
체크,262.57002233801427
성공,261.9842516166057
나머지,261.6805082872145
가능,261.4693585631959
진입,261.4693585631959
위주,260.3264554138196
악마,259.2447446750999
암살,259.181137866198
해보면,258.8348103316533
스킵,258.8348103316533
소년,258.627599126936
제공,257.8252559982065
학교,257.7208071560001
예전,257.5872173162048
힌트,257.30199655512297
로봇,256.24376753999593
동굴,256.24376753999593
거지,255.99061174898893
일본,255.97607215603634
기반,254.81082530881122
트라이,253.84381249436868
범위,253.4194235388951
움직임,253.14963708973372
감동,253.14963708973372
목적,252.53648756490668
디아,252.35162367358345
테스트,252.06722144449367
바람,251.06771536920067
하기,251.06771536920067
성능,250.90535571624602
진짜,250.313899436365
로딩,249.95121216349503
나이트,249.76523857971833
진화,249.25871336454296
방패,248.9020844142118
총기,248.9020844142118
마찬가지,248.61224420661878
사이,248.61224420661878
스컬,248.22870310444927
아이들,247.62216937685358
창고,247.62216937685358
상승,247.48575781360853
시대,247.00991669291804
문제점,246.98244019116677
실망,246.3845878768577
사랑,245.8246712885802
비주얼,245.528069210892
스포,244.6679888127853
잠입,244.19370758761073
묘사,243.04194813290619
곳곳,242.4350280623104
얼음,242.11945450181238
기지,241.6132567087501
언급,240.70332397006808
파악,240.3013434589104
농사,240.22853206874618
거위,239.40667157815855
불가,239.07732837254042
한계,239.07732837254042
서바이벌,238.88514872701052
예상,238.4648056675731
중독,238.2584819668082
채집,238.18054832611884
병력,238.1698921594669
강제,237.3842983110123
수치,236.24407322633343
장벽,235.581976651556
경찰,235.49895420618122
개발사,235.08006626574766
역할,234.89012024499627
형태,234.89012024499627
가방,234.06653560524697
관심,233.39108639805028
피격,232.64146580690675
옛날,232.33356855971414
제작사,232.30113824398717
임무,231.837357465489
변화,231.06161965745255
마리,230.46062933304393
현상,229.85606479317548
무리,229.85606479317548
보조,229.75507727432316
비밀,229.55170842124636
잡기,228.6826619215604
기차,228.64973673499145
점수,227.53974051981695
감안,227.28283880841602
기타,227.1023832876947
연구,227.1023832876947
모모,226.69415981222485
현재,226.4257569685082
할거,225.2825094927285
홈즈,223.83825542989828
적극,223.4853286960704
소모,223.4853286960704
출구,222.27758160220256
이제,222.23210905711787
앞으로,222.23210905711787
협동,221.7419955965332
손가락,221.7419955965332
시절,221.27971703740573
예정,220.21793469601974
영화,220.21793469601974
유닛,219.02569885357957
캠페인,218.267323410607
지점,217.65091328460957
가족,217.65091328460957
해석,217.3488801421696
무적,217.3488801421696
실제,216.46242427280623
인가,216.13367710630328
셜록,216.04992313150893
버프,216.03728722924996
폭탄,216.02421824927058
파괴,215.30741831717168
걱정,215.09658737750766
감정,214.76733929666676
사면,214.08449021118713
핵심,213.5364729499966
성향,213.40965529323137
이외,213.09066224509039
히든,212.34235442400933
티어,212.05729461779836
쓰레기,212.02566730255668
당시,212.02566730255668
리얼,211.91515813861537
캐주얼,211.18285294907923
에선,211.18285294907923
관리,211.18285294907923
구경,210.0560178704114
회사,209.3981558142501
불합리,209.3981558142501
스피드,209.10316525156526
동료,209.10316525156526
설계,209.10316525156526
권장,208.9872404442541
수작,208.9600589028868
반응,208.9600589028868
한정,208.9600589028868
그때,208.9600589028868
개념,208.9600589028868
지형,208.1980611262467
한방,208.1980611262467
요약,207.89332901960037
도끼,207.79361173288316
육성,207.769695098737
투자,207.03379556340911
마무리,207.03379556340911
실수,206.85430956346994
성우,206.48143613506113
오브젝트,205.90328162535226
사망,205.23542286778746
과거,205.23542286778746
확률,205.23542286778746
감소,205.17930609434083
가면,204.8046174236511
후기,204.02897233183342
까마귀,203.64715997526417
조정,203.60045037652407
라인,203.60045037652407
처리,202.8596493024968
탐정,202.66433530609677
오버,202.30207154350708
웨이브,202.18668307576812
유료,202.18668307576812
삭제,201.72523670280887
고통,201.72523670280887
성취감,201.72523670280887
시체,201.04771413150686
슬롯,201.03569261503276
분이,200.62371030162527
일정,199.8344906870562
오늘,199.55321697689084
데이,199.55321697689084
실행,198.65978884941674
판타지,198.65978884941674
방송,198.65978884941674
자리,198.65978884941674
진단,198.26758577923636
환상,198.09773550148287
코드,197.99029442039574
긍정,197.49866256862035
생산,196.87349621476108
여자,196.83444798827716
구분,196.41667784220863
해체,196.1700717015676
추후,195.61399212795263
마나,195.61399212795263
텍스트,195.61399212795263
허무,195.61399212795263
환경,195.3441389778983
사고,195.3441389778983
부실,195.3441389778983
정상,195.18879965182197
체험,194.43355850632494
아빠,194.36907086040063
오오,193.99458121525163
사이버펑크,193.78045575576635
이것저것,193.29060536700007
고정,193.2880544851703
세팅,192.59502062644168
컨트롤러,192.59502062644168
파트,192.59502062644168
데드,192.59502062644168
무게,192.33342886552728
처치,192.33342886552728
수록,192.30132934313033
근처,192.18282565499695
행복,192.18282565499695
고려,192.18282565499695
도중,192.18282565499695
코마,192.05459331712572
공격력,191.36682443304724
보통,191.1081189816084
부활,190.94548105183858
세트,190.94548105183858
계획,190.94548105183858
오브,190.1802701243984
정지,189.5479387513166
요리,189.5479387513166
방치,189.5479387513166
눈물,189.05041608337027
가이드,189.0326263255937
싸움,189.0326263255937
작성,189.0326263255937
지하,188.32880565321022
인칭,187.932250552275
메뉴,187.92142188458342
전개,187.92142188458342
물리,187.92142188458342
한국인,187.92142188458342
종료,187.0923057514005
엔진,186.84441383124704
제작진,186.84441383124704
국산,186.84441383124704
실력,186.84441383124704
장착,186.67656331065885
깃발,186.0032493763492
고블린,185.89920087781732
판매,185.79956012100817
마다,185.79956012100817
전부,184.78499633044433
흐름,184.78499633044433
장난,184.74654812084415
검색,184.74654812084415
확장,184.74654812084415
체감,184.74654812084415
픽셀,184.03515395743213
등급,183.80406181945852
공유,183.63169414486245
바다,182.78972313399817
컨텐츠,182.78972313399817
소녀,182.6048925875486
당장,182.55223840216675
자랑,182.55223840216675
인터페이스,182.55223840216675
하늘,182.38160541719185
사진,181.8699198892984
나레이션,181.8699198892984
타격,181.5895908763593
연습,181.5895908763593
인사,181.5895908763593
실패,181.5060020074971
모두,181.5060020074971
대검,181.01480046153452
킬링타임,180.49100126040793
특수,180.4315773225874
스타,180.4315773225874
흡수,180.05118123480537
사도,179.50542500671736
하진,179.31282611728992
웜홀,178.7670005783161
엄마,178.45833111023722
전환,178.45833111023722
불만,178.2307619641312
발매,178.2307619641312
기간,177.18305491975008
부여,177.18305491975008
닌자,176.6821802479046
얘기,176.1675901837472
최소,176.0868760013181
데모,176.0868760013181
식량,175.17561334987212
회수,174.097350370794
단서,174.04947519364518
추억,173.87910411373568
손맛,173.87910411373568
무시,173.87910411373568
거점,173.79965103528664
하프라이프,173.79965103528664
라운드,173.4841375568318
킬러,173.4841375568318
차지,172.88150826304232
유발,172.88150826304232
마스터,172.88150826304232
얼굴,172.88150826304232
정리,172.82982978339996
유도,172.82982978339996
위험,172.31630795574236
여운,171.8138714373334
트레일러,171.71155809557405
소환,171.71155809557405
소름,171.71155809557405
초보자,171.71155809557405
혼돈,171.45034385656666
보석,170.98275507861734
자극,170.8291783599973
좋아서,170.8291783599973
없어,170.5841611262769
다리,170.5841611262769
변신,169.74525856334517
채팅,169.7059666460535
즐거움,169.49633021212756
가슴,169.49633021212756
전쟁,169.3364262382097
교전,169.03583798372017
히트,168.48130681044583
잔혹,168.48130681044583
고전,168.48130681044583
젤다,167.9215114772962
화살,167.9215114772962
쾌감,167.4288976026687
깊이,167.3046854158474
만점,167.3046854158474
동작,167.3046854158474
가시,166.5724310238843
기절,166.44733356496644
평균,166.44733356496644
대가리,166.44733356496644
보장,166.44468795491673
이하,166.44468795491673
감탄,166.172475576362
스포일러,166.172475576362
포켓몬,165.10033112113828
기가,165.08144625123572
기사,164.93345136939874
구도,164.93345136939874
